img_id,img_width,img_height,img_file,cat_id,cat_name,supercategory,ann_id,x,y,width,height,area,recorte_file
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3313,1522,399,28,34,952,recortes\Unlabeled litter\Unlabeled litter_3313_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3314,1600,392,44,37,1628,recortes\Unlabeled litter\Unlabeled litter_3314_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3315,1513,474,35,37,1295,recortes\Unlabeled litter\Unlabeled litter_3315_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3316,1453,519,27,21,567,recortes\Unlabeled litter\Unlabeled litter_3316_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3317,1523,548,21,20,420,recortes\Unlabeled litter\Unlabeled litter_3317_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3318,1465,644,46,40,1840,recortes\Unlabeled litter\Unlabeled litter_3318_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3319,1417,588,20,23,460,recortes\Unlabeled litter\Unlabeled litter_3319_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3320,1317,1003,88,44,3872,recortes\Unlabeled litter\Unlabeled litter_3320_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3321,1355,1059,76,29,2204,recortes\Unlabeled litter\Unlabeled litter_3321_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3322,1387,1165,58,27,1566,recortes\Unlabeled litter\Unlabeled litter_3322_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3323,1526,1123,14,23,322,recortes\Unlabeled litter\Unlabeled litter_3323_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3324,1951,830,69,47,3243,recortes\Unlabeled litter\Unlabeled litter_3324_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3325,1713,1824,50,50,2500,recortes\Unlabeled litter\Unlabeled litter_3325_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3326,1396,1547,35,54,1890,recortes\Unlabeled litter\Unlabeled litter_3326_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3327,1520,804,27,34,918,recortes\Unlabeled litter\Unlabeled litter_3327_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3328,910,2184,91,73,6643,recortes\Unlabeled litter\Unlabeled litter_3328_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3329,981,1911,20,21,420,recortes\Unlabeled litter\Unlabeled litter_3329_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3330,1119,1345,67,70,4690,recortes\Unlabeled litter\Unlabeled litter_3330_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3331,1050,1855,106,90,9540,recortes\Unlabeled litter\Unlabeled litter_3331_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3332,1157,1873,35,38,1330,recortes\Unlabeled litter\Unlabeled litter_3332_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3333,1426,1560,33,30,990,recortes\Unlabeled litter\Unlabeled litter_3333_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3334,1408,1458,12,21,252,recortes\Unlabeled litter\Unlabeled litter_3334_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3335,1043,1575,29,58,1682,recortes\Unlabeled litter\Unlabeled litter_3335_000072.JPG
1107,2448,3264,batch_6/000072.JPG,29,Other plastic,Other plastic,3336,735,2528,39,42,1638,recortes\Other plastic\Other plastic_3336_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3337,714,2709,66,92,6072,recortes\Unlabeled litter\Unlabeled litter_3337_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3338,991,2003,30,43,1290,recortes\Unlabeled litter\Unlabeled litter_3338_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3339,1048,1719,41,19,779,recortes\Unlabeled litter\Unlabeled litter_3339_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3340,1215,1437,71,72,5112,recortes\Unlabeled litter\Unlabeled litter_3340_000072.JPG
1107,2448,3264,batch_6/000072.JPG,29,Other plastic,Other plastic,3341,745,2916,69,46,3174,recortes\Other plastic\Other plastic_3341_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3342,537,3091,33,37,1221,recortes\Unlabeled litter\Unlabeled litter_3342_000072.JPG
1107,2448,3264,batch_6/000072.JPG,29,Other plastic,Other plastic,3343,716,2668,36,36,1296,recortes\Other plastic\Other plastic_3343_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3344,999,2188,19,77,1463,recortes\Unlabeled litter\Unlabeled litter_3344_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3345,876,2232,27,41,1107,recortes\Unlabeled litter\Unlabeled litter_3345_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3346,791,2785,23,52,1196,recortes\Unlabeled litter\Unlabeled litter_3346_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3347,783,2502,76,76,5776,recortes\Unlabeled litter\Unlabeled litter_3347_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3348,795,2734,26,24,624,recortes\Unlabeled litter\Unlabeled litter_3348_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3349,776,2695,16,26,416,recortes\Unlabeled litter\Unlabeled litter_3349_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3350,1113,1413,30,22,660,recortes\Unlabeled litter\Unlabeled litter_3350_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3351,897,2309,79,62,4898,recortes\Unlabeled litter\Unlabeled litter_3351_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3352,898,2363,48,42,2016,recortes\Unlabeled litter\Unlabeled litter_3352_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3353,860,2472,17,30,510,recortes\Unlabeled litter\Unlabeled litter_3353_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3354,880,2385,25,29,725,recortes\Unlabeled litter\Unlabeled litter_3354_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3355,914,2408,72,55,3960,recortes\Unlabeled litter\Unlabeled litter_3355_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3356,771,2658,22,28,616,recortes\Unlabeled litter\Unlabeled litter_3356_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3357,873,2733,26,43,1118,recortes\Unlabeled litter\Unlabeled litter_3357_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3358,774,2963,40,40,1600,recortes\Unlabeled litter\Unlabeled litter_3358_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3359,820,2963,39,55,2145,recortes\Unlabeled litter\Unlabeled litter_3359_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3360,668,3179,38,30,1140,recortes\Unlabeled litter\Unlabeled litter_3360_000072.JPG
1107,2448,3264,batch_6/000072.JPG,58,Unlabeled litter,Unlabeled litter,3361,652,3215,34,36,1224,recortes\Unlabeled litter\Unlabeled litter_3361_000072.JPG
1107,2448,3264,batch_6/000072.JPG,20,Paper cup,Cup,3362,1565,321,45,39,1755,recortes\Paper cup\Paper cup_3362_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3363,1498,565,86,56,4816,recortes\Other plastic wrapper\Other plastic wrapper_3363_000072.JPG
1107,2448,3264,batch_6/000072.JPG,36,Plastic film,Plastic bag & wrapper,3364,1714,0,115,46,5290,recortes\Plastic film\Plastic film_3364_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3365,1241,1119,61,65,3965,recortes\Other plastic wrapper\Other plastic wrapper_3365_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3366,1300,1556,59,61,3599,recortes\Other plastic wrapper\Other plastic wrapper_3366_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3367,1128,1621,73,72,5256,recortes\Other plastic wrapper\Other plastic wrapper_3367_000072.JPG
1107,2448,3264,batch_6/000072.JPG,36,Plastic film,Plastic bag & wrapper,3368,1182,1655,90,82,7380,recortes\Plastic film\Plastic film_3368_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3369,1131,1541,81,78,6318,recortes\Other plastic wrapper\Other plastic wrapper_3369_000072.JPG
1107,2448,3264,batch_6/000072.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3370,919,2093,103,91,9373,recortes\Other plastic wrapper\Other plastic wrapper_3370_000072.JPG
1107,2448,3264,batch_6/000072.JPG,36,Plastic film,Plastic bag & wrapper,3371,1259,1504,68,68,4624,recortes\Plastic film\Plastic film_3371_000072.JPG
1107,2448,3264,batch_6/000072.JPG,12,Drink can,Can,3372,1892,1040,70,31,2170,recortes\Drink can\Drink can_3372_000072.JPG
1107,2448,3264,batch_6/000072.JPG,12,Drink can,Can,3373,1955,649,31,49,1519,recortes\Drink can\Drink can_3373_000072.JPG
1107,2448,3264,batch_6/000072.JPG,12,Drink can,Can,3374,2131,180,48,33,1584,recortes\Drink can\Drink can_3374_000072.JPG
1107,2448,3264,batch_6/000072.JPG,12,Drink can,Can,3375,2191,1565,48,73,3504,recortes\Drink can\Drink can_3375_000072.JPG
1107,2448,3264,batch_6/000072.JPG,27,Plastic lid,Lid,3376,1050,2117,21,20,420,recortes\Plastic lid\Plastic lid_3376_000072.JPG
1107,2448,3264,batch_6/000072.JPG,27,Plastic lid,Lid,3377,978,2421,24,44,1056,recortes\Plastic lid\Plastic lid_3377_000072.JPG
1107,2448,3264,batch_6/000072.JPG,55,Plastic straw,Straw,3378,1169,1208,15,79,1185,recortes\Plastic straw\Plastic straw_3378_000072.JPG
1107,2448,3264,batch_6/000072.JPG,55,Plastic straw,Straw,3379,1142,1276,20,75,1500,recortes\Plastic straw\Plastic straw_3379_000072.JPG
1107,2448,3264,batch_6/000072.JPG,55,Plastic straw,Straw,3380,877,2756,27,126,3402,recortes\Plastic straw\Plastic straw_3380_000072.JPG
1107,2448,3264,batch_6/000072.JPG,55,Plastic straw,Straw,3381,1393,660,30,57,1710,recortes\Plastic straw\Plastic straw_3381_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3382,868,2799,21,22,462,recortes\Plastic bottle cap\Plastic bottle cap_3382_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3383,869,2506,16,16,256,recortes\Plastic bottle cap\Plastic bottle cap_3383_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3384,844,2574,19,21,399,recortes\Plastic bottle cap\Plastic bottle cap_3384_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3385,857,2613,16,21,336,recortes\Plastic bottle cap\Plastic bottle cap_3385_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3386,711,3233,17,21,357,recortes\Plastic bottle cap\Plastic bottle cap_3386_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3387,811,2844,18,19,342,recortes\Plastic bottle cap\Plastic bottle cap_3387_000072.JPG
1107,2448,3264,batch_6/000072.JPG,7,Plastic bottle cap,Bottle cap,3388,826,2647,13,19,247,recortes\Plastic bottle cap\Plastic bottle cap_3388_000072.JPG
1108,2448,3264,batch_6/000071.JPG,7,Plastic bottle cap,Bottle cap,3389,1101,2122,77,86,6622,recortes\Plastic bottle cap\Plastic bottle cap_3389_000071.JPG
1109,2624,1968,batch_6/000070.JPG,44,Tupperware,Plastic container,3390,1101,1473,264,246,64944,recortes\Tupperware\Tupperware_3390_000070.JPG
1110,3264,2448,batch_6/000069.JPG,5,Clear plastic bottle,Bottle,3391,999,586,608,314,190912,recortes\Clear plastic bottle\Clear plastic bottle_3391_000069.JPG
1110,3264,2448,batch_6/000069.JPG,5,Clear plastic bottle,Bottle,3392,2476,2007,272,328,89216,recortes\Clear plastic bottle\Clear plastic bottle_3392_000069.JPG
1111,3264,2448,batch_6/000068.JPG,49,Plastic utensils,Plastic utensils,3393,1177,1648,240,103,24720,recortes\Plastic utensils\Plastic utensils_3393_000068.JPG
1111,3264,2448,batch_6/000068.JPG,49,Plastic utensils,Plastic utensils,3394,582,1329,130,207,26910,recortes\Plastic utensils\Plastic utensils_3394_000068.JPG
1111,3264,2448,batch_6/000068.JPG,34,Paper bag,Paper bag,3395,611,1119,190,242,45980,recortes\Paper bag\Paper bag_3395_000068.JPG
1111,3264,2448,batch_6/000068.JPG,34,Paper bag,Paper bag,3396,546,8,149,159,23691,recortes\Paper bag\Paper bag_3396_000068.JPG
1111,3264,2448,batch_6/000068.JPG,36,Plastic film,Plastic bag & wrapper,3397,753,1627,111,123,13653,recortes\Plastic film\Plastic film_3397_000068.JPG
1111,3264,2448,batch_6/000068.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3398,1030,1870,89,77,6853,recortes\Other plastic wrapper\Other plastic wrapper_3398_000068.JPG
1111,3264,2448,batch_6/000068.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3399,477,1156,77,90,6930,recortes\Other plastic wrapper\Other plastic wrapper_3399_000068.JPG
1111,3264,2448,batch_6/000068.JPG,50,Pop tab,Pop tab,3400,2951,1173,57,62,3534,recortes\Pop tab\Pop tab_3400_000068.JPG
1112,3264,2448,batch_6/000066.JPG,5,Clear plastic bottle,Bottle,3401,554,189,169,103,17407,recortes\Clear plastic bottle\Clear plastic bottle_3401_000066.JPG
1112,3264,2448,batch_6/000066.JPG,5,Clear plastic bottle,Bottle,3402,1532,495,81,69,5589,recortes\Clear plastic bottle\Clear plastic bottle_3402_000066.JPG
1113,2448,3264,batch_6/000065.JPG,5,Clear plastic bottle,Bottle,3403,1074,1401,203,301,61103,recortes\Clear plastic bottle\Clear plastic bottle_3403_000065.JPG
1113,2448,3264,batch_6/000065.JPG,5,Clear plastic bottle,Bottle,3404,940,1488,149,306,45594,recortes\Clear plastic bottle\Clear plastic bottle_3404_000065.JPG
1113,2448,3264,batch_6/000065.JPG,7,Plastic bottle cap,Bottle cap,3405,1075,1618,96,84,8064,recortes\Plastic bottle cap\Plastic bottle cap_3405_000065.JPG
1113,2448,3264,batch_6/000065.JPG,40,Single-use carrier bag,Plastic bag & wrapper,3406,437,1287,576,701,403776,recortes\Single-use carrier bag\Single-use carrier bag_3406_000065.JPG
1114,2624,1968,batch_6/000064.JPG,44,Tupperware,Plastic container,3407,1451,1038,167,114,19038,recortes\Tupperware\Tupperware_3407_000064.JPG
1114,2624,1968,batch_6/000064.JPG,7,Plastic bottle cap,Bottle cap,3408,1171,1286,26,20,520,recortes\Plastic bottle cap\Plastic bottle cap_3408_000064.JPG
1114,2624,1968,batch_6/000064.JPG,58,Unlabeled litter,Unlabeled litter,3409,1290,1251,70,44,3080,recortes\Unlabeled litter\Unlabeled litter_3409_000064.JPG
1114,2624,1968,batch_6/000064.JPG,58,Unlabeled litter,Unlabeled litter,3410,890,819,42,40,1680,recortes\Unlabeled litter\Unlabeled litter_3410_000064.JPG
1114,2624,1968,batch_6/000064.JPG,58,Unlabeled litter,Unlabeled litter,3411,843,656,51,13,663,recortes\Unlabeled litter\Unlabeled litter_3411_000064.JPG
1115,3264,2448,batch_6/000063.JPG,46,Foam food container,Plastic container,3412,787,1774,1150,313,359950,recortes\Foam food container\Foam food container_3412_000063.JPG
1116,3264,2448,batch_6/000062.JPG,36,Plastic film,Plastic bag & wrapper,3413,1131,1561,402,341,137082,recortes\Plastic film\Plastic film_3413_000062.JPG
1117,2448,3264,batch_6/000061.JPG,19,Pizza box,Carton,3414,814,728,1418,722,1023796,recortes\Pizza box\Pizza box_3414_000061.JPG
1117,2448,3264,batch_6/000061.JPG,45,Disposable food container,Plastic container,3415,1069,585,360,231,83160,recortes\Disposable food container\Disposable food container_3415_000061.JPG
1118,2448,3264,batch_6/000060.JPG,5,Clear plastic bottle,Bottle,3416,867,1265,300,606,181800,recortes\Clear plastic bottle\Clear plastic bottle_3416_000060.JPG
1119,3264,2448,batch_6/000059.JPG,17,Corrugated carton,Carton,3417,1979,837,332,308,102256,recortes\Corrugated carton\Corrugated carton_3417_000059.JPG
1119,3264,2448,batch_6/000059.JPG,17,Corrugated carton,Carton,3418,1168,755,585,1104,645840,recortes\Corrugated carton\Corrugated carton_3418_000059.JPG
1119,3264,2448,batch_6/000059.JPG,17,Corrugated carton,Carton,3419,564,618,690,589,406410,recortes\Corrugated carton\Corrugated carton_3419_000059.JPG
1120,2448,3264,batch_6/000058.JPG,5,Clear plastic bottle,Bottle,3420,427,296,872,335,292120,recortes\Clear plastic bottle\Clear plastic bottle_3420_000058.JPG
1120,2448,3264,batch_6/000058.JPG,5,Clear plastic bottle,Bottle,3421,865,649,696,711,494856,recortes\Clear plastic bottle\Clear plastic bottle_3421_000058.JPG
1120,2448,3264,batch_6/000058.JPG,0,Aluminium foil,Aluminium foil,3422,1215,1801,270,356,96120,recortes\Aluminium foil\Aluminium foil_3422_000058.JPG
1120,2448,3264,batch_6/000058.JPG,0,Aluminium foil,Aluminium foil,3423,437,1881,366,209,76494,recortes\Aluminium foil\Aluminium foil_3423_000058.JPG
1121,3264,2448,batch_6/000056.JPG,16,Drink carton,Carton,3424,2133,251,826,736,607936,recortes\Drink carton\Drink carton_3424_000056.JPG
1121,3264,2448,batch_6/000056.JPG,14,Other carton,Carton,3425,1151,1206,690,759,523710,recortes\Other carton\Other carton_3425_000056.JPG
1121,3264,2448,batch_6/000056.JPG,5,Clear plastic bottle,Bottle,3426,2054,775,526,769,404494,recortes\Clear plastic bottle\Clear plastic bottle_3426_000056.JPG
1121,3264,2448,batch_6/000056.JPG,5,Clear plastic bottle,Bottle,3427,1254,412,339,391,132549,recortes\Clear plastic bottle\Clear plastic bottle_3427_000056.JPG
1121,3264,2448,batch_6/000056.JPG,0,Aluminium foil,Aluminium foil,3428,1705,808,157,216,33912,recortes\Aluminium foil\Aluminium foil_3428_000056.JPG
1121,3264,2448,batch_6/000056.JPG,0,Aluminium foil,Aluminium foil,3429,1352,994,255,170,43350,recortes\Aluminium foil\Aluminium foil_3429_000056.JPG
1122,3264,2448,batch_6/000055.JPG,5,Clear plastic bottle,Bottle,3430,970,1538,342,154,52668,recortes\Clear plastic bottle\Clear plastic bottle_3430_000055.JPG
1122,3264,2448,batch_6/000055.JPG,6,Glass bottle,Bottle,3431,2028,1200,375,342,128250,recortes\Glass bottle\Glass bottle_3431_000055.JPG
1122,3264,2448,batch_6/000055.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3432,3057,806,178,143,25454,recortes\Other plastic wrapper\Other plastic wrapper_3432_000055.JPG
1122,3264,2448,batch_6/000055.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3433,3031,1012,134,50,6700,recortes\Other plastic wrapper\Other plastic wrapper_3433_000055.JPG
1122,3264,2448,batch_6/000055.JPG,58,Unlabeled litter,Unlabeled litter,3434,2574,723,95,95,9025,recortes\Unlabeled litter\Unlabeled litter_3434_000055.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3435,768,1277,307,514,157798,recortes\Drink can\Drink can_3435_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3436,725,847,308,524,161392,recortes\Drink can\Drink can_3436_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3437,671,703,271,668,181028,recortes\Drink can\Drink can_3437_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3438,1041,639,251,371,93121,recortes\Drink can\Drink can_3438_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3439,1594,677,208,362,75296,recortes\Drink can\Drink can_3439_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3440,1880,634,216,345,74520,recortes\Drink can\Drink can_3440_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3441,2032,559,174,325,56550,recortes\Drink can\Drink can_3441_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3442,2229,718,246,354,87084,recortes\Drink can\Drink can_3442_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3443,2422,819,129,201,25929,recortes\Drink can\Drink can_3443_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3444,2198,612,228,320,72960,recortes\Drink can\Drink can_3444_000057.JPG
1123,3264,2448,batch_6/000057.JPG,12,Drink can,Can,3445,412,1065,145,269,39005,recortes\Drink can\Drink can_3445_000057.JPG
1123,3264,2448,batch_6/000057.JPG,5,Clear plastic bottle,Bottle,3446,441,1185,253,866,219098,recortes\Clear plastic bottle\Clear plastic bottle_3446_000057.JPG
1123,3264,2448,batch_6/000057.JPG,40,Single-use carrier bag,Plastic bag & wrapper,3447,2150,138,848,744,630912,recortes\Single-use carrier bag\Single-use carrier bag_3447_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3448,841,1305,110,80,8800,recortes\Pop tab\Pop tab_3448_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3449,833,858,94,65,6110,recortes\Pop tab\Pop tab_3449_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3450,740,732,94,40,3760,recortes\Pop tab\Pop tab_3450_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3451,1665,701,70,30,2100,recortes\Pop tab\Pop tab_3451_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3452,1988,652,66,35,2310,recortes\Pop tab\Pop tab_3452_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3453,2362,729,70,50,3500,recortes\Pop tab\Pop tab_3453_000057.JPG
1123,3264,2448,batch_6/000057.JPG,50,Pop tab,Pop tab,3454,2437,935,45,49,2205,recortes\Pop tab\Pop tab_3454_000057.JPG
1124,3264,2448,batch_6/000054.JPG,21,Disposable plastic cup,Cup,3455,1442,1028,195,229,44655,recortes\Disposable plastic cup\Disposable plastic cup_3455_000054.JPG
1124,3264,2448,batch_6/000054.JPG,46,Foam food container,Plastic container,3456,2011,654,463,392,181496,recortes\Foam food container\Foam food container_3456_000054.JPG
1125,2448,3264,batch_6/000053.JPG,0,Aluminium foil,Aluminium foil,3457,976,1578,259,441,114219,recortes\Aluminium foil\Aluminium foil_3457_000053.JPG
1126,2448,3264,batch_6/000000.JPG,21,Disposable plastic cup,Cup,3458,930,1697,224,177,39648,recortes\Disposable plastic cup\Disposable plastic cup_3458_000000.JPG
1127,2448,3264,batch_6/000051.JPG,5,Clear plastic bottle,Bottle,3459,1123,836,149,445,66305,recortes\Clear plastic bottle\Clear plastic bottle_3459_000051.JPG
1128,2448,3264,batch_6/000050.JPG,29,Other plastic,Other plastic,3460,1038,989,96,38,3648,recortes\Other plastic\Other plastic_3460_000050.JPG
1129,2448,3264,batch_6/000049.JPG,40,Single-use carrier bag,Plastic bag & wrapper,3461,836,1331,728,781,568568,recortes\Single-use carrier bag\Single-use carrier bag_3461_000049.JPG
1129,2448,3264,batch_6/000049.JPG,58,Unlabeled litter,Unlabeled litter,3462,0,2358,114,108,12312,recortes\Unlabeled litter\Unlabeled litter_3462_000049.JPG
1130,3264,2448,batch_6/000048.JPG,45,Disposable food container,Plastic container,3463,797,1128,614,612,375768,recortes\Disposable food container\Disposable food container_3463_000048.JPG
1131,3264,2448,batch_6/000047.JPG,5,Clear plastic bottle,Bottle,3464,941,799,911,610,555710,recortes\Clear plastic bottle\Clear plastic bottle_3464_000047.JPG
1131,3264,2448,batch_6/000047.JPG,7,Plastic bottle cap,Bottle cap,3465,939,1302,98,105,10290,recortes\Plastic bottle cap\Plastic bottle cap_3465_000047.JPG
1132,2448,3264,batch_6/000046.JPG,5,Clear plastic bottle,Bottle,3466,531,552,334,367,122578,recortes\Clear plastic bottle\Clear plastic bottle_3466_000046.JPG
1133,3264,2448,batch_6/000045.JPG,5,Clear plastic bottle,Bottle,3467,624,1322,225,598,134550,recortes\Clear plastic bottle\Clear plastic bottle_3467_000045.JPG
1133,3264,2448,batch_6/000045.JPG,7,Plastic bottle cap,Bottle cap,3468,683,1848,83,71,5893,recortes\Plastic bottle cap\Plastic bottle cap_3468_000045.JPG
1134,3264,2448,batch_6/000043.JPG,36,Plastic film,Plastic bag & wrapper,3469,1107,701,435,569,247515,recortes\Plastic film\Plastic film_3469_000043.JPG
1134,3264,2448,batch_6/000043.JPG,39,Other plastic wrapper,Plastic bag & wrapper,3470,2205,1736,284,278,78952,recortes\Other plastic wrapper\Other plastic wrapper_3470_000043.JPG
1135,2448,3264,batch_6/000042.JPG,46,Foam food container,Plastic container,3471,1373,950,458,399,182742,recortes\Foam food container\Foam food container_3471_000042.JPG
1135,2448,3264,batch_6/000042.JPG,21,Disposable plastic cup,Cup,3472,792,1333,200,231,46200,recortes\Disposable plastic cup\Disposable plastic cup_3472_000042.JPG
1136,3264,2448,batch_6/000041.JPG,0,Aluminium foil,Aluminium foil,3473,1612,1388,412,347,142964,recortes\Aluminium foil\Aluminium foil_3473_000041.JPG
1136,3264,2448,batch_6/000041.JPG,0,Aluminium foil,Aluminium foil,3474,1738,1054,213,107,22791,recortes\Aluminium foil\Aluminium foil_3474_000041.JPG
1136,3264,2448,batch_6/000041.JPG,34,Paper bag,Paper bag,3475,1303,410,1328,769,1021232,recortes\Paper bag\Paper bag_3475_000041.JPG
1137,3680,2760,batch_6/000040.JPG,12,Drink can,Can,3476,1912,1280,27,21,567,recortes\Drink can\Drink can_3476_000040.JPG
1138,3264,2448,batch_6/000039.JPG,0,Aluminium foil,Aluminium foil,3477,1593,914,943,865,815695,recortes\Aluminium foil\Aluminium foil_3477_000039.JPG
1138,3264,2448,batch_6/000039.JPG,0,Aluminium foil,Aluminium foil,3478,1504,462,224,419,93856,recortes\Aluminium foil\Aluminium foil_3478_000039.JPG
